jahr,hauptgruppe,untergruppe,nfr,thg,thg_agg,emission,quelle,einheit,einheit_lang
2001,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,35869.899805379304,Region,t/a,Tonnen pro Jahr
2002,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,35666.244074494585,Region,t/a,Tonnen pro Jahr
2003,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,35384.47534895419,Region,t/a,Tonnen pro Jahr
2004,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,34995.250776006345,Region,t/a,Tonnen pro Jahr
2005,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,34588.14332292879,Region,t/a,Tonnen pro Jahr
2006,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,34325.10000634633,Region,t/a,Tonnen pro Jahr
2007,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,34486.08082318868,Region,t/a,Tonnen pro Jahr
2008,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,34108.43286232353,Region,t/a,Tonnen pro Jahr
2009,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,34075.39721136992,Region,t/a,Tonnen pro Jahr
2010,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,34145.63769301432,Region,t/a,Tonnen pro Jahr
2011,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,33967.66293232983,Region,t/a,Tonnen pro Jahr
2012,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,33860.90156815771,Region,t/a,Tonnen pro Jahr
2013,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,33853.14544162589,Region,t/a,Tonnen pro Jahr
2014,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,33539.33144232007,Region,t/a,Tonnen pro Jahr
2015,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,33259.926168691476,Region,t/a,Tonnen pro Jahr
2016,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,33062.53934769078,Region,t/a,Tonnen pro Jahr
2017,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,32785.7055036059,Region,t/a,Tonnen pro Jahr
2018,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,32630.322695876206,Region,t/a,Tonnen pro Jahr
2019,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,32484.905993606397,Region,t/a,Tonnen pro Jahr
2020,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,32145.77728989087,Region,t/a,Tonnen pro Jahr
2021,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,31907.29016185747,Region,t/a,Tonnen pro Jahr
2022,Landwirtschaft,Land- und forstwirtschaftliche Maschinen,1A4cii,CO2,CO2eq,31515.781277309317,Region,t/a,Tonnen pro Jahr
1990,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,87370.97856077303,Region,t/a,Tonnen pro Jahr
1991,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,90489.43564336566,Region,t/a,Tonnen pro Jahr
1992,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,93571.47554906373,Region,t/a,Tonnen pro Jahr
1993,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,96615.4609082698,Region,t/a,Tonnen pro Jahr
1994,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,100017.39242933971,Region,t/a,Tonnen pro Jahr
1995,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,102991.88035969032,Region,t/a,Tonnen pro Jahr
1996,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,105829.48215692908,Region,t/a,Tonnen pro Jahr
1997,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,108793.60480359015,Region,t/a,Tonnen pro Jahr
1998,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,111795.63716160822,Region,t/a,Tonnen pro Jahr
1999,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,114805.24652600577,Region,t/a,Tonnen pro Jahr
2000,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,118050.6111914761,Region,t/a,Tonnen pro Jahr
2001,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,120332.9380480068,Region,t/a,Tonnen pro Jahr
2002,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,116923.57743890684,Region,t/a,Tonnen pro Jahr
2003,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,113711.7484837957,Region,t/a,Tonnen pro Jahr
2004,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,110679.02865530115,Region,t/a,Tonnen pro Jahr
2005,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,107809.21722507122,Region,t/a,Tonnen pro Jahr
2006,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,109761.90090427094,Region,t/a,Tonnen pro Jahr
2007,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,111704.6485685206,Region,t/a,Tonnen pro Jahr
2008,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,113638.15164564097,Region,t/a,Tonnen pro Jahr
2009,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,121194.44779647583,Region,t/a,Tonnen pro Jahr
2010,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,128819.41503382368,Region,t/a,Tonnen pro Jahr
2011,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,134885.42522545744,Region,t/a,Tonnen pro Jahr
2012,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,134712.06824927562,Region,t/a,Tonnen pro Jahr
2013,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,134562.5803111286,Region,t/a,Tonnen pro Jahr
2014,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,134887.55245073137,Region,t/a,Tonnen pro Jahr
2015,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,135489.3351311648,Region,t/a,Tonnen pro Jahr
2016,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,135700.17394003362,Region,t/a,Tonnen pro Jahr
2017,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,135209.42331486617,Region,t/a,Tonnen pro Jahr
2018,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,135847.48291432124,Region,t/a,Tonnen pro Jahr
2019,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,135883.7473313368,Region,t/a,Tonnen pro Jahr
2020,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,135803.31385080543,Region,t/a,Tonnen pro Jahr
2021,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,135509.07975995718,Region,t/a,Tonnen pro Jahr
2022,Industrie,Industrielle Fahrzeuge und Baumaschinen,1A2gviii,CO2,CO2eq,135509.07975995718,Region,t/a,Tonnen pro Jahr
1990,Verkehr,Schiene,1A3c,CO2,CO2eq,8408.423288628608,Region,t/a,Tonnen pro Jahr
1991,Verkehr,Schiene,1A3c,CO2,CO2eq,8333.760120527251,Region,t/a,Tonnen pro Jahr
1992,Verkehr,Schiene,1A3c,CO2,CO2eq,8258.499370829522,Region,t/a,Tonnen pro Jahr
1993,Verkehr,Schiene,1A3c,CO2,CO2eq,8182.614171391835,Region,t/a,Tonnen pro Jahr
1994,Verkehr,Schiene,1A3c,CO2,CO2eq,8138.915634604529,Region,t/a,Tonnen pro Jahr
1995,Verkehr,Schiene,1A3c,CO2,CO2eq,8061.381422183049,Region,t/a,Tonnen pro Jahr
1996,Verkehr,Schiene,1A3c,CO2,CO2eq,8216.57345308014,Region,t/a,Tonnen pro Jahr
1997,Verkehr,Schiene,1A3c,CO2,CO2eq,8380.950742389425,Region,t/a,Tonnen pro Jahr
1998,Verkehr,Schiene,1A3c,CO2,CO2eq,8547.55512194626,Region,t/a,Tonnen pro Jahr
1999,Verkehr,Schiene,1A3c,CO2,CO2eq,8713.580427751958,Region,t/a,Tonnen pro Jahr
2000,Verkehr,Schiene,1A3c,CO2,CO2eq,8897.214813142717,Region,t/a,Tonnen pro Jahr
2001,Verkehr,Schiene,1A3c,CO2,CO2eq,8889.353756973536,Region,t/a,Tonnen pro Jahr
2002,Verkehr,Schiene,1A3c,CO2,CO2eq,8518.999082807613,Region,t/a,Tonnen pro Jahr
2003,Verkehr,Schiene,1A3c,CO2,CO2eq,8006.607072985097,Region,t/a,Tonnen pro Jahr
2004,Verkehr,Schiene,1A3c,CO2,CO2eq,9198.243119089997,Region,t/a,Tonnen pro Jahr
2005,Verkehr,Schiene,1A3c,CO2,CO2eq,8467.761116246029,Region,t/a,Tonnen pro Jahr
2006,Verkehr,Schiene,1A3c,CO2,CO2eq,8433.322238881336,Region,t/a,Tonnen pro Jahr
2007,Verkehr,Schiene,1A3c,CO2,CO2eq,8486.501681250196,Region,t/a,Tonnen pro Jahr
2008,Verkehr,Schiene,1A3c,CO2,CO2eq,7147.249897151252,Region,t/a,Tonnen pro Jahr
2009,Verkehr,Schiene,1A3c,CO2,CO2eq,6907.728919598889,Region,t/a,Tonnen pro Jahr
2010,Verkehr,Schiene,1A3c,CO2,CO2eq,7652.6544561051105,Region,t/a,Tonnen pro Jahr
2011,Verkehr,Schiene,1A3c,CO2,CO2eq,6910.625500300912,Region,t/a,Tonnen pro Jahr
2012,Verkehr,Schiene,1A3c,CO2,CO2eq,6869.406790460748,Region,t/a,Tonnen pro Jahr
2013,Verkehr,Schiene,1A3c,CO2,CO2eq,7078.649647620632,Region,t/a,Tonnen pro Jahr
2014,Verkehr,Schiene,1A3c,CO2,CO2eq,7461.128053931236,Region,t/a,Tonnen pro Jahr
2015,Verkehr,Schiene,1A3c,CO2,CO2eq,7532.204092321958,Region,t/a,Tonnen pro Jahr
2016,Verkehr,Schiene,1A3c,CO2,CO2eq,8077.414985978806,Region,t/a,Tonnen pro Jahr
2017,Verkehr,Schiene,1A3c,CO2,CO2eq,8641.119329611849,Region,t/a,Tonnen pro Jahr
2018,Verkehr,Schiene,1A3c,CO2,CO2eq,9063.169673238173,Region,t/a,Tonnen pro Jahr
2019,Verkehr,Schiene,1A3c,CO2,CO2eq,9332.542583571643,Region,t/a,Tonnen pro Jahr
2020,Verkehr,Schiene,1A3c,CO2,CO2eq,9657.460936543217,Region,t/a,Tonnen pro Jahr
2021,Verkehr,Schiene,1A3c,CO2,CO2eq,8981.142339113308,Region,t/a,Tonnen pro Jahr
2022,Verkehr,Schiene,1A3c,CO2,CO2eq,9120.701246677043,Region,t/a,Tonnen pro Jahr
1990,Verkehr,Schiff,1A3dii,CO2,CO2eq,22380.66224103349,Region,t/a,Tonnen pro Jahr
1991,Verkehr,Schiff,1A3dii,CO2,CO2eq,22203.20587201682,Region,t/a,Tonnen pro Jahr
1992,Verkehr,Schiff,1A3dii,CO2,CO2eq,22023.99389901029,Region,t/a,Tonnen pro Jahr
1993,Verkehr,Schiff,1A3dii,CO2,CO2eq,21842.947387487846,Region,t/a,Tonnen pro Jahr
1994,Verkehr,Schiff,1A3dii,CO2,CO2eq,21722.21253489362,Region,t/a,Tonnen pro Jahr
1995,Verkehr,Schiff,1A3dii,CO2,CO2eq,21536.960821489854,Region,t/a,Tonnen pro Jahr
1996,Verkehr,Schiff,1A3dii,CO2,CO2eq,21740.324815898668,Region,t/a,Tonnen pro Jahr
1997,Verkehr,Schiff,1A3dii,CO2,CO2eq,21965.962232322123,Region,t/a,Tonnen pro Jahr
1998,Verkehr,Schiff,1A3dii,CO2,CO2eq,22195.212770806458,Region,t/a,Tonnen pro Jahr
1999,Verkehr,Schiff,1A3dii,CO2,CO2eq,22445.149608325162,Region,t/a,Tonnen pro Jahr
2000,Verkehr,Schiff,1A3dii,CO2,CO2eq,22713.432059595958,Region,t/a,Tonnen pro Jahr
2001,Verkehr,Schiff,1A3dii,CO2,CO2eq,22742.210736541885,Region,t/a,Tonnen pro Jahr
2002,Verkehr,Schiff,1A3dii,CO2,CO2eq,21709.04273516273,Region,t/a,Tonnen pro Jahr
2003,Verkehr,Schiff,1A3dii,CO2,CO2eq,20743.846839202393,Region,t/a,Tonnen pro Jahr
2004,Verkehr,Schiff,1A3dii,CO2,CO2eq,19840.283720521118,Region,t/a,Tonnen pro Jahr
2005,Verkehr,Schiff,1A3dii,CO2,CO2eq,18992.778588480694,Region,t/a,Tonnen pro Jahr
2006,Verkehr,Schiff,1A3dii,CO2,CO2eq,19192.521750370222,Region,t/a,Tonnen pro Jahr
2007,Verkehr,Schiff,1A3dii,CO2,CO2eq,19389.33228565911,Region,t/a,Tonnen pro Jahr
2008,Verkehr,Schiff,1A3dii,CO2,CO2eq,19583.414270088982,Region,t/a,Tonnen pro Jahr
2009,Verkehr,Schiff,1A3dii,CO2,CO2eq,20738.59051957528,Region,t/a,Tonnen pro Jahr
2010,Verkehr,Schiff,1A3dii,CO2,CO2eq,21891.118592852898,Region,t/a,Tonnen pro Jahr
2011,Verkehr,Schiff,1A3dii,CO2,CO2eq,22855.221501309716,Region,t/a,Tonnen pro Jahr
2012,Verkehr,Schiff,1A3dii,CO2,CO2eq,22759.274165188377,Region,t/a,Tonnen pro Jahr
2013,Verkehr,Schiff,1A3dii,CO2,CO2eq,22667.593131369926,Region,t/a,Tonnen pro Jahr
2014,Verkehr,Schiff,1A3dii,CO2,CO2eq,22655.824322727305,Region,t/a,Tonnen pro Jahr
2015,Verkehr,Schiff,1A3dii,CO2,CO2eq,22690.16626846679,Region,t/a,Tonnen pro Jahr
2016,Verkehr,Schiff,1A3dii,CO2,CO2eq,22702.203044690596,Region,t/a,Tonnen pro Jahr
2017,Verkehr,Schiff,1A3dii,CO2,CO2eq,22590.72452875311,Region,t/a,Tonnen pro Jahr
2018,Verkehr,Schiff,1A3dii,CO2,CO2eq,22643.49433956506,Region,t/a,Tonnen pro Jahr
2019,Verkehr,Schiff,1A3dii,CO2,CO2eq,22626.44518291827,Region,t/a,Tonnen pro Jahr
2020,Verkehr,Schiff,1A3dii,CO2,CO2eq,22565.01869339562,Region,t/a,Tonnen pro Jahr
2021,Verkehr,Schiff,1A3dii,CO2,CO2eq,22462.904976150847,Region,t/a,Tonnen pro Jahr
